"","x"
"1839","PI586503.D1FY1ACXX.8.250123562"
"1840","PI586510.D1FY1ACXX.8.250123563"
"1841","PI586511.D1FY1ACXX.8.250123564"
"1842","PI595699.C00TDABXX.2.250020278"
"1843","PI595702.C00TDABXX.2.250020244"
"1844","PI595718.C00TDABXX.2.250020318"
"1845","PI595739.C00TDABXX.2.250020237"
"1846","PI595740.B064FABXX.2.250009845"
"1847","PI595743.C00TDABXX.2.250020239"
"1848","PI595744.C00TDABXX.2.250020260"
"1849","PI595745.C00TDABXX.2.250020294"
"1850","PI597945.C00TDABXX.2.250020246"
"1851","PI597946.C00TDABXX.2.250020297"
"1852","PI597949.C00TDABXX.2.250020281"
"1853","PI597950.C00TDABXX.1.250004111"
"1854","PI597951.C00TDABXX.2.250020269"
"1855","PI597952.C00TDABXX.2.250020271"
"1856","PI597953.D1FY1ACXX.8.250123565"
"1857","PI597954.D1FY1ACXX.8.250123566"
"1858","PI597957.C00TDABXX.2.250020230"
"1859","PI597958.D0D0BACXX.6.250040570"
"1860","PI597960.C00TDABXX.2.250020304"
"1861","PI597961.C00TDABXX.2.250020316"
"1862","PI597964.C00TDABXX.2.250020251"
"1863","PI597965.B064FABXX.1.250010017"
"1864","PI597966.C00TDABXX.2.250020282"
"1865","PI597967.B064FABXX.2.250009840"
"1866","PI597968.C00TDABXX.2.250020261"
"1867","PI597973.C00TDABXX.2.250020283"
"1868","PI597980.B064FABXX.2.250009879"
"1869","PI597982.B064FABXX.2.250009825"
"1870","PI598070.D0D0BACXX.6.250040598"
"1871","PI601816.D0D0BACXX.6.250040534"
"1872","PI607931.C00TDABXX.1.250004155"
"1873","PI608862.D1FY1ACXX.8.250123567"
"1874","PI608863.D1FY1ACXX.8.250123568"
"1875","PI608864.D1FY1ACXX.8.250123569"
"1876","PI608865.D1FY1ACXX.8.250123570"
"1877","PI608957.D1EYBACXX.8.250140375"
"1878","PI609094.D1FY1ACXX.8.250123571"
"1879","PI609200.D1FY1ACXX.8.250123572"
"1880","PI609918.D1FY1ACXX.8.250123573"
"1881","PI609919.D1FY1ACXX.8.250123574"
"1882","PI610034.D1FY1ACXX.8.250123575"
"1883","PI612776.D1FY1ACXX.8.250123576"
"1884","PI612777.D1FY1ACXX.8.250123577"
"1885","PI619639.D1FY1ACXX.8.250123578"
"1886","PI619640.D1FY1ACXX.8.250123579"
"1887","PI619641.D1FY1ACXX.8.250123580"
"1888","PI619642.D1FY1ACXX.8.250123581"
"1889","PI619643.D1FY1ACXX.8.250123582"
"1890","PI619688.D1FY1ACXX.8.250123583"
"1891","PI619689.D1FY1ACXX.8.250123584"
"1892","PI619695.D1FY1ACXX.8.250123585"
"1893","PI619696.D1FY1ACXX.8.250123586"
"1894","PI619697.D1FY1ACXX.8.250123587"
"1895","PI619698.D1FY1ACXX.8.250123588"
"1896","PI619701.D1FY1ACXX.8.250123589"
"1897","PI619702.D1FY1ACXX.8.250123590"
"1898","PI619713.D1FY1ACXX.8.250123591"
"1899","PI619716.D1FY1ACXX.8.250123592"
"1900","PI619719.D1FY1ACXX.8.250123593"
"1901","PI619720.D1FY1ACXX.8.250123594"
"1902","PI619721.D1FY1ACXX.8.250123595"
"1903","PI619733.D1FY1ACXX.8.250123596"
"1904","PI619734.D1FY1ACXX.8.250123597"
"1905","PI619735.D1FY1ACXX.8.250123598"
"1906","PI619765.D1FY1ACXX.8.250123599"
"1907","PI619773.D1FY1ACXX.8.250123600"
"1908","PI619807.D1EYBACXX.8.250140364"
"1909","PI619813.D1FY1ACXX.8.250123602"
"1910","PI619816.D1FY1ACXX.8.250123603"
"1911","PI619829.D1FY1ACXX.8.250123604"
"1912","PI619830.D1FY1ACXX.8.250123605"
"1913","PI619838.D1FY1ACXX.8.250123607"
"1914","PI619860.D1FY1ACXX.8.250123608"
"1915","PI619863.D1FY1ACXX.8.250123609"
"1916","PI619879.D1FY1ACXX.8.250123610"
"1917","PI619890.D1FY1ACXX.8.250123611"
"1918","PI619896.D1FY1ACXX.8.250123612"
"1919","PI619897.D1FY1ACXX.8.250123613"
"1920","PI619901.D1FY1ACXX.8.250123614"
"1921","PI619902.D1FY1ACXX.8.250123615"
"1922","PI619903.D1FY1ACXX.8.250123616"
"1923","PI619904.D1FY1ACXX.8.250123617"
"1924","PI619920.D1FY1ACXX.8.250123619"
"1925","PI619921.D1FY1ACXX.8.250123620"
"1926","PI619928.D1FY1ACXX.8.250123621"
"1927","PI619930.D1FY1ACXX.8.250123622"
"1928","PI619932.D1FY1ACXX.8.250123623"
"1929","PI619933.D1FY1ACXX.8.250123624"
"1930","PI619935.D1FY1ACXX.8.250123625"
"1931","PI619938.D1FY1ACXX.8.250123626"
"1932","PI619939.D1FY1ACXX.8.250123627"
"1933","PI619941.D1FY1ACXX.8.250123628"
"1934","PI619950.D1FY1ACXX.8.250123629"
"1935","PI619955.D1FY1ACXX.8.250123630"
"1936","PI619956.D1FY1ACXX.8.250123631"
"1937","PI619958.D1FY1ACXX.8.250123632"
"1938","PI619959.D1FY1ACXX.8.250123633"
"1939","PI619960.D1FY1ACXX.8.250123634"
"1940","PI619962.D1FY1ACXX.8.250123635"
"1941","PI619970.D1FY1ACXX.8.250123636"
"1942","PI619972.D1FY1ACXX.8.250123637"
"1943","PI619978.D1FY1ACXX.8.250123638"
"1944","PI619981.D1FY1ACXX.8.250123639"
"1945","PI619982.D1FY1ACXX.8.250123640"
"1946","PI619983.D1FY1ACXX.8.250123641"
"1947","PI619986.D1FY1ACXX.8.250123642"
"1948","PI619987.D1FY1ACXX.8.250123643"
"1949","PI619988.D1FY1ACXX.8.250123644"
"1950","PI619989.D1FY1ACXX.8.250123645"
"1951","PI619994.D1FY1ACXX.8.250123646"
"1952","PI620007.D1FY1ACXX.8.250123647"
"1953","PI620020.D1FY1ACXX.8.250123648"
"1954","PI620024.D1FY1ACXX.8.250123649"
"1955","PI620026.D1FY1ACXX.8.250123650"
"1956","PI620050.D1FY1ACXX.8.250123651"
"1957","PI620055.D1FY1ACXX.8.250123652"
"1958","PI620072.D1FY1ACXX.8.250123654"
"1959","PI620083.D1FY1ACXX.8.250123687"
"1960","PI620086.D1FY1ACXX.8.250123688"
"1961","PI620090.D1FY1ACXX.8.250123689"
"1962","PI620092.D1FY1ACXX.8.250123690"
"1963","PI620094.D1FY1ACXX.8.250123692"
"1964","PI620097.D1FY1ACXX.8.250123694"
"1965","PI620102.D1FY1ACXX.8.250123695"
"1966","PI620105.D1FY1ACXX.8.250123696"
"1967","PI620106.D1FY1ACXX.8.250123697"
"1968","PI620110.D1FY1ACXX.8.250123698"
"1969","PI620111.D1FY1ACXX.8.250123699"
"1970","PI620112.D1FY1ACXX.8.250123700"
"1971","PI620119.D1FY1ACXX.8.250123702"
"1972","PI620120.D1FY1ACXX.8.250123703"
"1973","PI620121.D1FY1ACXX.8.250123704"
"1974","PI620122.D1FY1ACXX.8.250123705"
"1975","PI620129.D1FY1ACXX.8.250123706"
"1976","PI620140.D1FY1ACXX.8.250123707"
"1977","PI620150.D1FY1ACXX.8.250123708"
"1978","PI620156.D1FY1ACXX.8.250123709"
"1979","PI620157.D1FY1ACXX.8.250123710"
"1980","PI620173.D1FY1ACXX.8.250123712"
"1981","PI620180.D1FY1ACXX.8.250123713"
"1982","PI620181.D1FY1ACXX.8.250123714"
"1983","PI620367.D1FY1ACXX.8.250123715"
"1984","PI620368.D1FY1ACXX.8.250123716"
"1985","PI620369.D1FY1ACXX.8.250123717"
"1986","PI620370.D1FY1ACXX.8.250123718"
"1987","PI620371.D1FY1ACXX.8.250123719"
"1988","PI620372.D1FY1ACXX.8.250123720"
"1989","PI620373.D1FY1ACXX.8.250123721"
"1990","PI620375.D1FY1ACXX.8.250123722"
"1991","PI620376.D1FY1ACXX.8.250123723"
"1992","PI620377.D1FY1ACXX.8.250123724"
"1993","PI620382.D1FY1ACXX.8.250123725"
"1994","PI620383.D1FY1ACXX.8.250123726"
"1995","PI620385.D1FY1ACXX.8.250123727"
"1996","PI620386.D1FY1ACXX.8.250123728"
"1997","PI620396.D1FY1ACXX.8.250123729"
"1998","PI620405.D1FY1ACXX.8.250123730"
"1999","PI620406.D1FY1ACXX.8.250123731"
"2000","PI620409.D1FY1ACXX.8.250123732"
"2001","PI620411.D1FY1ACXX.8.250123733"
"2002","PI620414.D1FY1ACXX.8.250123734"
"2003","PI620415.D1FY1ACXX.8.250123735"
"2004","PI620416.D1EYBACXX.8.250140376"
"2005","PI620417.D1FY1ACXX.8.250123737"
"2006","PI620418.D1FY1ACXX.8.250123738"
"2007","PI620423.D1FY1ACXX.8.250123739"
"2008","PI620424.D1FY1ACXX.8.250123740"
"2009","PI620430.D1FY1ACXX.8.250123741"
"2010","PI620431.D1FY1ACXX.8.250123742"
"2011","PI620434.D1FY1ACXX.8.250123743"
"2012","PI620435.D1FY1ACXX.8.250123744"
"2013","PI620446.D1FY1ACXX.8.250123745"
"2014","PI620447.D1FY1ACXX.8.250123746"
"2015","PI620448.D1FY1ACXX.8.250123747"
"2016","PI620449.D1FY1ACXX.8.250123748"
"2017","PI620453.D1FY1ACXX.8.250123750"
"2018","PI620454.D1FY1ACXX.8.250123751"
"2019","PI620459.D1FY1ACXX.8.250123752"
"2020","PI620460.D1FY1ACXX.8.250123753"
"2021","PI620461.D1FY1ACXX.8.250123754"
"2022","PI620463.D1FY1ACXX.8.250123755"
"2023","PI620466.D1FY1ACXX.8.250123756"
"2024","PI620467.D1FY1ACXX.8.250123757"
"2025","PI620469.D1FY1ACXX.8.250123758"
"2026","PI620472.D1FY1ACXX.8.250123759"
"2027","PI620473.D1FY1ACXX.8.250123760"
"2028","PI620475.D1FY1ACXX.8.250123761"
"2029","PI620476.D1FY1ACXX.8.250123762"
"2030","PI620477.D1FY1ACXX.8.250123763"
"2031","PI620478.D1FY1ACXX.8.250123764"
"2032","PI620479.D1FY1ACXX.8.250123765"
"2033","PI620480.D1FY1ACXX.8.250123766"
"2034","PI620483.D1FY1ACXX.8.250123767"
"2035","PI620484.D1FY1ACXX.8.250123768"
"2036","PI620493.D1FY1ACXX.8.250123769"
"2037","PI620494.D1FY1ACXX.8.250123770"
"2038","PI620495.D1FY1ACXX.8.250123771"
"2039","PI620496.D1FY1ACXX.8.250123772"
"2040","PI620500.D1FY1ACXX.8.250123773"
"2041","PI620501.D1FY1ACXX.8.250123774"
"2042","PI620514.D1FY1ACXX.8.250123775"
"2043","PI620515.D1FY1ACXX.8.250123776"
"2044","PI620516.D1FY1ACXX.8.250123777"
"2045","PI620517.D1FY1ACXX.8.250123778"
"2046","PI620519.D1FY1ACXX.8.250123779"
"2047","PI620520.D1FY1ACXX.8.250123780"
"2048","PI620521.D1FY1ACXX.8.250123781"
"2049","PI620522.D1G0BACXX.7.250129751"
"2050","PI620523.D1G0BACXX.7.250129763"
"2051","PI620524.D1G0BACXX.7.250129775"
"2052","PI620525.D1G0BACXX.7.250129787"
"2053","PI620527.D1G0BACXX.7.250129799"
"2054","PI620529.D1G0BACXX.7.250129811"
"2055","PI620535.D1G0BACXX.7.250129823"
"2056","PI620536.D1G0BACXX.7.250129835"
"2057","PI620537.D1G0BACXX.7.250129752"
"2058","PI620538.D1G0BACXX.7.250129764"
"2059","PI620539.D1G0BACXX.7.250129776"
"2060","PI620544.D1G0BACXX.7.250129788"
"2061","PI620545.D1G0BACXX.7.250129800"
"2062","PI620547.D1G0BACXX.7.250129812"
"2063","PI620548.D1G0BACXX.7.250129824"
"2064","PI620557.D1G0BACXX.7.250129836"
"2065","PI620560.D1G0BACXX.7.250129753"
"2066","PI620564.D1G0BACXX.7.250129765"
"2067","PI620565.D1G0BACXX.7.250129777"
"2068","PI620567.D1G0BACXX.7.250129789"
"2069","PI620570.D1G0BACXX.7.250129801"
"2070","PI620572.D1G0BACXX.7.250129813"
"2071","PI620578.D1G0BACXX.7.250129825"
"2072","PI620579.D1G0BACXX.7.250129837"
"2073","PI620610.D1G0BACXX.7.250129754"
"2074","PI620611.D1G0BACXX.7.250129766"
"2075","PI620615.D1G0BACXX.7.250129778"
"2076","PI620617.D1G0BACXX.7.250129790"
"2077","PI620624.D1G0BACXX.7.250129802"
"2078","PI642992.D0D0BACXX.6.250040573"
"2079","PI646200.D1G0BACXX.7.250129814"
"2080","PI646201.D1G0BACXX.7.250129826"
"2081","PI646202.D1G0BACXX.7.250129838"
"2082","PI646203.D1G0BACXX.7.250129755"
"2083","PI646205.D1G0BACXX.7.250129767"
"2084","PI646206.D1G0BACXX.7.250129779"
"2085","PI646207.D1G0BACXX.7.250129791"
"2086","PI646208.D1G0BACXX.7.250129803"
"2087","PI646209.D1G0BACXX.7.250129815"
"2088","PI646210.D1G0BACXX.7.250129827"
"2089","PI646211.D1G0BACXX.7.250129839"
"2090","PI646212.D1G0BACXX.7.250129756"
"2091","PI646213.D1G0BACXX.7.250129768"
"2092","PI646214.D1G0BACXX.7.250129780"
"2093","PI646215.D1G0BACXX.7.250129792"
"2094","PI646216.D1G0BACXX.7.250129804"
"2095","PI646217.D1G0BACXX.7.250129816"
"2096","PI646223.D1G0BACXX.7.250129828"
"2097","PI646230.D1G0BACXX.7.250129840"
"2098","PI646231.D1G0BACXX.7.250129757"
"2099","PI646233.D1G0BACXX.7.250129769"
"2100","PI646234.D1G0BACXX.7.250129781"
"2101","PI646236.D1G0BACXX.7.250129793"
"2102","PI646237.D1G0BACXX.7.250129805"
"2103","PI646239.D1G0BACXX.7.250129817"
"2104","PI646240.D1G0BACXX.7.250129829"
"2105","PI646241.D1G0BACXX.7.250129841"
"2106","PI646242.D1G0BACXX.7.250129758"
"2107","PI646243.D1G0BACXX.7.250129770"
"2108","PI646245.D1G0BACXX.7.250129794"
"2109","PI646246.D1G0BACXX.7.250129806"
"2110","PI646247.D1G0BACXX.7.250129818"
"2111","PI646249.D1G0BACXX.7.250129842"
"2112","PI646250.D1G0BACXX.7.250129759"
"2113","PI646251.D1G0BACXX.7.250129771"
"2114","PI646252.D1G0BACXX.7.250129783"
"2115","PI646254.D1G0BACXX.7.250129795"
"2116","PI646255.D1G0BACXX.7.250129807"
"2117","PI646256.D1G0BACXX.7.250129819"
"2118","PI646259.D1G0BACXX.7.250129831"
"2119","PI646260.D1G0BACXX.7.250129843"
"2120","PI646261.D1G0BACXX.7.250129760"
"2121","PI646262.D1G0BACXX.7.250129772"
"2122","PI646263.D1G0BACXX.7.250129784"
"2123","PI646264.D1G0BACXX.7.250129796"
"2124","PI646266.D1G0BACXX.7.250129808"
"2125","PI646267.D1G0BACXX.7.250129820"
"2126","PI646271.D1G0BACXX.7.250129832"
"2127","PI646279.D1G0BACXX.7.250129844"
"2128","PI646280.D1G0BACXX.7.250129761"
"2129","PI646281.D1G0BACXX.7.250129773"
"2130","PI646283.D1G0BACXX.7.250129785"
"2131","PI646289.D1G0BACXX.7.250129797"
"2132","PI646290.D1G0BACXX.7.250129809"
"2133","PI646291.D1G0BACXX.7.250129821"
"2134","PI646292.D1G0BACXX.7.250129833"
"2135","PI646293.D1G0BACXX.7.250129845"
"2136","PI646294.D1G0BACXX.7.250129762"
"2137","PI646295.D1G0BACXX.7.250129774"
"2138","PI646296.D1G0BACXX.7.250129786"
"2139","PI646297.D1G0BACXX.7.250129798"
"2140","PI646303.D1G0BACXX.7.250129810"
"2141","PI646304.D1G0BACXX.7.250129822"
"2142","PI646306.D1G0BACXX.7.250129834"
"2143","PI646307.D1G0BACXX.7.250129846"
"2144","PI646312.D1G0BACXX.7.250129878"
"2145","PI646313.D1G0BACXX.7.250129890"
"2146","PI646315.D1G0BACXX.7.250129902"
"2147","PI646316.D1G0BACXX.7.250129914"
"2148","PI646317.D1G0BACXX.7.250129926"
"2149","PI646319.D1G0BACXX.7.250129938"
"2150","PI646320.D1G0BACXX.7.250129950"
"2151","PI646321.D1G0BACXX.7.250129962"
"2152","PI646322.D1G0BACXX.7.250129879"
"2153","PI646323.D1G0BACXX.7.250129891"
"2154","PI646324.D1G0BACXX.7.250129903"
"2155","PI646325.D1G0BACXX.7.250129915"
"2156","PI646387.D1G0BACXX.7.250129927"
"2157","PI646388.D1G0BACXX.7.250129939"
"2158","PI646389.D1G0BACXX.7.250129951"
"2159","PI646390.D1G0BACXX.7.250129963"
"2160","PI646391.D1G0BACXX.7.250129880"
"2161","PI646392.D1G0BACXX.7.250129892"
"2162","PI647018.D1G0BACXX.7.250129904"
"2163","PI647019.D1EYBACXX.8.250140216"
"2164","PI647020.D1G0BACXX.7.250129928"
"2165","PI647021.D1G0BACXX.7.250129940"
"2166","PI647022.D1G0BACXX.7.250129952"
"2167","PI647023.D1G0BACXX.7.250129964"
"2168","PI647024.D1G0BACXX.7.250129881"
"2169","PI647025.D1G0BACXX.7.250129893"
"2170","PI647026.D1G0BACXX.7.250129905"
"2171","PI647027.D1G0BACXX.7.250129917"
"2172","PI647028.D1G0BACXX.7.250129929"
"2173","PI647029.D1G0BACXX.7.250129941"
"2174","PI655970.B064FABXX.2.250009860"
"2175","PI655971.B064FABXX.2.250009864"
"2176","PI655975.B064FABXX.2.250009848"
"2177","PI655976.D0D0BACXX.6.250040574"
"2178","PI655978.D0D0BACXX.6.250040578"
"2179","PI655980.D0D0BACXX.6.250040596"
"2180","PI655982.B064FABXX.2.250009853"
"2181","PI655985.D0D0BACXX.6.250040567"
"2182","PI655987.C00TDABXX.1.250004096"
"2183","PI655988.D0D0BACXX.6.250040561"
"2184","PI655989.D0D0BACXX.6.250040565"
"2185","PI655990.D0D0BACXX.6.250040564"
"2186","PI655991.D0D0BACXX.6.250040522"
"2187","PI655993.D0D0BACXX.6.250040529"
"2188","PI655995.D0D0BACXX.6.250040593"
"2189","PI655996.D0D0BACXX.6.250040583"
"2190","PI655997.D0D0BACXX.6.250040576"
"2191","PI655998.C00TDABXX.1.250004169"
"2192","PI655999.D0D0BACXX.6.250040595"
"2193","PI656000.D0D0BACXX.6.250040580"
"2194","PI656001.D0D0BACXX.6.250040588"
"2195","PI656016.D0D0BACXX.6.250040516"
"2196","PI656017.B064FABXX.2.250009866"
"2197","PI656018.D0D0BACXX.6.250040519"
"2198","PI656019.D0D0BACXX.6.250040521"
"2199","PI656021.C00TDABXX.7.250018451"
"2200","PI656022.D0D0BACXX.6.250040523"
"2201","PI656024.B064FABXX.2.250009881"
"2202","PI656029.D0D0BACXX.6.250040525"
"2203","PI656030.D0D0BACXX.6.250040599"
"2204","PI656068.D0D0BACXX.6.250040528"
"2205","PI656069.D0D0BACXX.6.250040555"
"2206","PI656070.B064FABXX.2.250009821"
"2207","PI656071.B064FABXX.2.250009826"
"2208","PI656072.C00TDABXX.2.250020265"
"2209","PI656074.C00TDABXX.2.250020306"
"2210","PI656076.B064FABXX.2.250009847"
"2211","PI656077.C00TDABXX.2.250020295"
"2212","PI656078.C00TDABXX.2.250020307"
"2213","PI656079.C00TDABXX.2.250020319"
"2214","PI656080.D0D0BACXX.6.250040508"
"2215","PI656081.D0D0BACXX.6.250040509"
"2216","PI656082.B064FABXX.2.250009815"
"2217","PI656083.D0D0BACXX.6.250040510"
"2218","PI656085.B064FABXX.2.250009869"
"2219","PI656086.D0D0BACXX.6.250040511"
"2220","PI656087.D0D0BACXX.6.250040512"
"2221","PI656088.D0D0BACXX.6.250040513"
"2222","PI656090.D0D0BACXX.6.250040515"
"2223","PI656091.C00TDABXX.1.250004141"
"2224","PI656092.C00TDABXX.1.250004158"
"2225","PI656093.C00TDABXX.1.250004108"
"2226","PI656094.C00TDABXX.1.250004129"
"2227","PI656095.C00TDABXX.1.250004188"
"2228","PI656096.C00TDABXX.1.250004110"
"2229","PI656097.B064FABXX.2.250009835"
"2230","PI656099.C00TDABXX.1.250004178"
"2231","PI656100.C00TDABXX.1.250004190"
"2232","PI656101.C00TDABXX.2.250020232"
"2233","PI656102.C00TDABXX.1.250004183"
"2234","PI656103.B064FABXX.2.250009892"
"2235","PI656104.C00TDABXX.2.250020234"
"2236","PI656106.C00TDABXX.2.250020276"
"2237","PI656107.C00TDABXX.2.250020300"
"2238","PI656108.C00TDABXX.2.250020268"
"2239","PI656109.C00TDABXX.1.250004160"
"2240","PI656110.C00TDABXX.1.250004104"
"2241","PI656111.B064FABXX.2.250009828"
"2242","PI656112.B064FABXX.2.250009901"
"2243","PI656113.B064FABXX.1.250010005"
"2244","PI656114.B064FABXX.2.250009818"
"2245","PI656115.B064FABXX.1.250010029"
"2246","PI656116.B064FABXX.2.250009813"
"2247","PI656117.B064FABXX.2.250009870"
"2248","PI656118.B064FABXX.2.250009843"
"2249","PI656119.B064FABXX.2.250009841"
"2250","PI656120.B064FABXX.2.250009820"
"2251","PI656121.B064FABXX.2.250009812"
"2252","PI658758.D1G0BACXX.7.250129953"
"2253","PI659693.D1G0BACXX.7.250129965"
"2254","REFERENCE_GENOME"
"2255","SC112.D0E1YACXX.4.250048293"
"2256","SC175.D0E1YACXX.4.250048297"
"2257","SC283.D0E1YACXX.4.250048296"
"2258","SC566.D0E1YACXX.4.250048294"
"2259","SSM1046.70MUKAAXX.1.250006424"
"2260","SSM1049.70MUKAAXX.1.250006402"
"2261","SSM1057.70MUKAAXX.1.250006428"
"2262","SSM1102.70MUKAAXX.1.250006434"
"2263","SSM1123.70MUKAAXX.1.250006446"
"2264","SSM12.70MUKAAXX.1.250006444"
"2265","SSM1267.70MUKAAXX.1.250006458"
"2266","SSM1284.70MUKAAXX.1.250006470"
"2267","SSM1370.70MUKAAXX.1.250006421"
"2268","SSM1592.70MUKAAXX.1.250006425"
"2269","SSM19.70MUKAAXX.1.250006456"
"2270","SSM205.70MUKAAXX.1.250006420"
"2271","SSM215.70MUKAAXX.1.250006423"
"2272","SSM249.70MUKAAXX.1.250006401"
"2273","SSM275.70MUKAAXX.1.250006412"
"2274","SSM276.70MUKAAXX.1.250006433"
"2275","SSM29.70MUKAAXX.1.250006468"
"2276","SSM379.70MUKAAXX.1.250006445"
"2277","SSM501.70MUKAAXX.1.250006457"
"2278","SSM505.70MUKAAXX.1.250006469"
"2279","SSM547.70MUKAAXX.1.250006384"
